priority rank,old URL,old title,old meta title,old meta description,old content type,current live status,Google ranking/impression/click evidence,featured snippet evidence,old image availability,best new route,whether to preserve same URL or redirect,redirect target,canonical URL,sitemap inclusion,legal safety status,image status,approval status,recovery classification,notes
"519","https://chamanlawfirm.com/learn-how-to-draft-tenancy-agreement-in-ogun/","Learn How To Draft Tenancy Agreement In Ogun","Powerful Steps: Tenancy Agreement in Ogun State / Chaman","Tenancy Agreement - Learn the essential elements, legal requirements, and practical tips to help you create a valid tenancy agreement in Ogun","general legal education","hidden Sanity draft; do not redirect","18 clicks; 1601 impressions; avg position 9.35 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/learn-how-to-draft-tenancy-agreement-in-ogun","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/learn-how-to-draft-tenancy-agreement-in-ogun","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"520","https://chamanlawfirm.com/challenging-a-fraudulent-probate-application/","Challenging A Fraudulent Probate Application","Powerful Steps: Challenging a Fraudulent Probate Application","Challenging a Fraudulent Probate Application - Learn how to detect probate fraud, gather evidence, file objections, / protect your inheritance rights","probate/estate","hidden Sanity draft; do not redirect","18 clicks; 1522 impressions; avg position 3.54 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/probate-estate-administration","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/probate-estate-administration","included","high - lawyer review required before publication","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"521","https://chamanlawfirm.com/what-are-arbitrable-matters/","What Are Arbitrable Matters","","","litigation/ADR","not confirmed","18 clicks; 1406 impressions; avg position 32.12 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/adr-mediation","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/adr-mediation","included","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"523","https://chamanlawfirm.com/legal-issues-in-binding-settlement-agreements/","Legal Issues In Binding Settlement Agreements","","","general legal education","not confirmed","18 clicks; 1235 impressions; avg position 8.46 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/legal-issues-in-binding-settlement-agreements","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/legal-issues-in-binding-settlement-agreements","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"526","https://chamanlawfirm.com/what-are-the-duties-of-parties-to-an-agency-agreement-introduction/","What Are The Duties Of Parties To An Agency Agreement Introduction","","","general legal education","not confirmed","18 clicks; 671 impressions; avg position 8.13 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/what-are-the-duties-of-parties-to-an-agency-agreement-introduction","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/what-are-the-duties-of-parties-to-an-agency-agreement-introduction","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"528","https://chamanlawfirm.com/draft-and-negotiation-in-lease-agreement/","Draft And Negotiation In Lease Agreement","","","general legal education","not confirmed","17 clicks; 4085 impressions; avg position 17.57 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/draft-and-negotiation-in-lease-agreement","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/draft-and-negotiation-in-lease-agreement","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"529","https://chamanlawfirm.com/bank-disputes-in-nigeria-modes-of-resolution/","Bank Disputes In Nigeria Modes Of Resolution","","","litigation/ADR","not confirmed","17 clicks; 3636 impressions; avg position 12.1 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/bank-disputes-in-nigeria-modes-of-resolution","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/bank-disputes-in-nigeria-modes-of-resolution","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image recovery needed","not restored","restore as blog post",""
"530","https://chamanlawfirm.com/powerful-steps-who-may-adopt/","Powerful Steps Who May Adopt","","","general legal education","not confirmed","17 clicks; 3581 impressions; avg position 19.78 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/powerful-steps-who-may-adopt","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/powerful-steps-who-may-adopt","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"532","https://chamanlawfirm.com/health-and-safety-measures-in-construction/","Health And Safety Measures In Construction","","","general legal education","not confirmed","17 clicks; 2942 impressions; avg position 23.97 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/health-and-safety-measures-in-construction","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/health-and-safety-measures-in-construction","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"533","https://chamanlawfirm.com/impact-of-trade-policies-on-nigerian-business/","Impact Of Trade Policies On Nigerian Business","","","corporate/commercial","not confirmed","17 clicks; 2569 impressions; avg position 33.34 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/corporate-commercial-law","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/corporate-commercial-law","included","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"535","https://chamanlawfirm.com/what-is-a-demand-letters/","What Is A Demand Letters","","","general legal education","not confirmed","17 clicks; 2282 impressions; avg position 40.98 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/what-is-a-demand-letters","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/what-is-a-demand-letters","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
