priority score,tier,old URL,slug,title,body completeness,image readiness,title quality,legal risk,current-law sensitivity,duplicate risk,CTA readiness,metadata readiness,internal-link readiness,publication action,notes
-30,Tier D - already public / monitor,https://chamanlawfirm.com/understanding-the-land-use-act-in-nigeria,understanding-the-land-use-act-in-nigeria,Understanding the Land Use Act in Nigeria,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/modernizing-customary-marriage,modernizing-customary-marriage,Modernizing Customary Marriage in Nigeria,complete enough,image present,present; review for search intent,family-status topic requires lawyer review; unsupported outcome claim,low automated risk,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/priority-in-entitlement,priority-in-entitlement,Priority in Estate Entitlement Under Nigerian Succession Law,complete enough,image present,present; review for search intent,possible unsafe self-help wording; family-status topic requires lawyer review,low automated risk,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/how-does-the-land-use-act-interact-with-the-petroleum-industry,how-does-the-land-use-act-interact-with-the-petroleum-industry,How the Land Use Act Interacts With the Petroleum Industry,complete enough,image present,present; review for search intent,low automated risk,low automated risk,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/legal-bonds-of-marriage-in-nigeria,legal-bonds-of-marriage-in-nigeria,Legal Bonds of Marriage in Nigeria,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic; family-status topic requires lawyer review,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/is-a-woman-a-property-to-be-inherited,is-a-woman-a-property-to-be-inherited,Can a Woman Be Treated as Property Under Nigerian Inheritance Law?,complete enough,image present,present; review for search intent,possible unsafe self-help wording; current-law or procedure-sensitive topic; unsupported outcome claim,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/why-a-certificate-of-occupancy-c-of-o-is,why-a-certificate-of-occupancy-c-of-o-is,Why a Certificate of Occupancy Matters in Nigeria,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/legal-research-for-nigerian-litigation-cases,legal-research-for-nigerian-litigation-cases,Legal Research for Nigerian Litigation Cases,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/how-is-land-registry-practice-in-nigeria,how-is-land-registry-practice-in-nigeria,Land Registry Practice in Nigeria,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/effect-of-not-paying-child-support,effect-of-not-paying-child-support,Effect of Not Paying Child Support in Nigeria,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic; family-status topic requires lawyer review,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/lagos-property-succession-without-a-will,lagos-property-succession-without-a-will,Lagos Property Succession Without a Will,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic; unsupported outcome claim,lawyer review required,no configured redirect conflict,template CTA present,metadata present,needs manual link enhancement,no public change,no public change unless selected
-30,Tier D - already public / monitor,https://chamanlawfirm.com/foreign-wills-and-lagos-property-what-to-know,foreign-wills-and-lagos-property-what-to-know,Foreign Wills and Lagos Property: What to Know,complete enough,image present,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict,template CTA present,metadata present,needs manual link enhancement,no public change,no public change unless selected
