priority rank,legacy post ID,old URL,old slug,old title,old SEO title,old meta description,old status,old publish date,clicks,impressions,indexed/search evidence,current production status,current redirect target,body recovered yes/no,image recovered yes/no,Sanity draft exists yes/no,Sanity slug,Sanity approval status,public URL,sitemap status,redirect replacement status,legal review status,notes
123,,https://chamanlawfirm.com/landlords-and-tenants-in-nigeria/,landlords-and-tenants-in-nigeria,Landlords And Tenants In Nigeria,,,,,95,13014,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/landlords-and-tenants-in-nigeria,no,no,no,landlords-and-tenants-in-nigeria,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
124,,https://chamanlawfirm.com/maxims-of-equity/,maxims-of-equity,Maxims Of Equity,,,,,95,11092,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/maxims-of-equity,no,no,no,maxims-of-equity,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
125,,https://chamanlawfirm.com/of-the-securities-and-exchange-commission/,of-the-securities-and-exchange-commission,Of The Securities And Exchange Commission,,,,,95,6545,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/of-the-securities-and-exchange-commission,no,no,no,of-the-securities-and-exchange-commission,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
126,,https://chamanlawfirm.com/step-by-step-guide-on-how-to-conduct-a-statutory-marriage-in-nigeria/,step-by-step-guide-on-how-to-conduct-a-statutory-marriage-in-nigeria,Step By Step Guide On How To Conduct A Statutory Marriage In Nigeria,,,,,94,10219,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/step-by-step-guide-on-how-to-conduct-a-statutory-marriage-in-nigeria,no,no,no,step-by-step-guide-on-how-to-conduct-a-statutory-marriage-in-nigeria,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
127,,https://chamanlawfirm.com/digital-evidence-admissibility-in-nigeria/,digital-evidence-admissibility-in-nigeria,Digital Evidence Admissibility In Nigeria,,,,,94,7016,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/digital-evidence-admissibility-in-nigeria,no,no,no,digital-evidence-admissibility-in-nigeria,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
128,,https://chamanlawfirm.com/probate-in-lagos-everything-you-need-to-know/,probate-in-lagos-everything-you-need-to-know,Probate In Lagos Everything You Need To Know,,,,,94,6122,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/probate-in-lagos-everything-you-need-to-know,no,no,no,probate-in-lagos-everything-you-need-to-know,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
129,,https://chamanlawfirm.com/how-to-register-a-deed-of-assignment-in-ogun/,how-to-register-a-deed-of-assignment-in-ogun,How To Register A Deed Of Assignment In Ogun,,,,,94,2623,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/how-to-register-a-deed-of-assignment-in-ogun,no,no,no,how-to-register-a-deed-of-assignment-in-ogun,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
130,,https://chamanlawfirm.com/how-to-handle-land-grabbers-in-ogun-state/,how-to-handle-land-grabbers-in-ogun-state,How To Handle Land Grabbers In Ogun State,,,,,94,2455,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/how-to-handle-land-grabbers-in-ogun-state,no,no,no,how-to-handle-land-grabbers-in-ogun-state,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
131,,https://chamanlawfirm.com/proven-steps-the-canons-of-interpretation/,proven-steps-the-canons-of-interpretation,Proven Steps The Canons Of Interpretation,,,,,93,7675,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/proven-steps-the-canons-of-interpretation,no,no,no,proven-steps-the-canons-of-interpretation,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
132,,https://chamanlawfirm.com/how-to-file-a-lawsuit-in-nigeria/,how-to-file-a-lawsuit-in-nigeria,How To File A Lawsuit In Nigeria,,,,,93,7639,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/how-to-file-a-lawsuit-in-nigeria,no,no,no,how-to-file-a-lawsuit-in-nigeria,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
133,,https://chamanlawfirm.com/legally-combat-police-harassment-in-nigeria/,legally-combat-police-harassment-in-nigeria,Legally Combat Police Harassment In Nigeria,,,,,93,4804,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/legally-combat-police-harassment-in-nigeria,no,no,no,legally-combat-police-harassment-in-nigeria,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
134,,https://chamanlawfirm.com/rights-of-parties-to-a-mortgage/,rights-of-parties-to-a-mortgage,Rights Of Parties To A Mortgage,,,,,93,2853,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/rights-of-parties-to-a-mortgage,no,no,no,rights-of-parties-to-a-mortgage,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
