old URL,old title,old content type,current status,clicks,impressions,average position,backlink/ranking evidence if available,source body found,source body quality,image found,current Sanity status,current redirect status,sitemap status,page type,legal risk,current-law risk,duplicate/cannibalization risk,business value,recommended recovery path,proposed final URL,priority score,notes
https://chamanlawfirm.com/statute-limitations-and-limitation-periods/,Statute Limitations And Limitation Periods,general legal education,live 404,67,67,,67 clicks; 7202 impressions; avg position 10.33 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/statute-limitations-and-limitation-periods,771,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/how-to-make-complaint-for-estimated-bills-in-nigeria/,How To Make Complaint For Estimated Bills In Nigeria,general legal education,live 404,66,66,,66 clicks; 2677 impressions; avg position 11.57 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/how-to-make-complaint-for-estimated-bills-in-nigeria,761,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/the-morgage-sell-the-mortgaged-property/,The Morgage Sell The Mortgaged Property,property/title,approved Sanity post; missing old-url redirect,75,75,,75 clicks; 4900 impressions; avg position 16.92 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,approved Sanity post; missing old-url redirect,included,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,redirect one-hop to closest exact live equivalent,https://chamanlawfirm.com/resources/blog/the-morgage-sell-the-mortgaged-property,751,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/or-filing-interlocutory-applications/,Or Filing Interlocutory Applications,general legal education,live 404,65,65,,65 clicks; 9654 impressions; avg position 10.06 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/or-filing-interlocutory-applications,751,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/procedure-for-mergers-and-acquisitions-in-nigeria/,Procedure For Mergers And Acquisitions In Nigeria,general legal education,live 404,65,65,,65 clicks; 3333 impressions; avg position 15.51 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/procedure-for-mergers-and-acquisitions-in-nigeria,751,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/government-acquisition-in-ogun-state/,Government Acquisition In Ogun State,general legal education,live 404,65,65,,65 clicks; 3190 impressions; avg position 6.98 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/government-acquisition-in-ogun-state,751,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/fencing-approval-in-lagos-key-requirements/,Fencing Approval In Lagos Key Requirements,general legal education,live 404,65,65,,65 clicks; 3092 impressions; avg position 6.71 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/fencing-approval-in-lagos-key-requirements,751,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/how-to-obtain-dual-citizenship-in-nigeria-a/,How To Obtain Dual Citizenship In Nigeria A,immigration,approved Sanity post; missing old-url redirect,74,74,,74 clicks; 17312 impressions; avg position 18.62 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,approved Sanity post; missing old-url redirect,included,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,redirect one-hop to closest exact live equivalent,https://chamanlawfirm.com/resources/blog/how-to-obtain-dual-citizenship-in-nigeria-a,741,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/what-is-a-deed-of-assent-in-nigeria/,What Is A Deed Of Assent In Nigeria,property/title,redirect configured to /resources/blog/what-is-a-deed-of-assent-in-nigeria,74,74,,74 clicks; 8388 impressions; avg position 11.89 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,redirect configured to /resources/blog/what-is-a-deed-of-assent-in-nigeria,included,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/what-is-a-deed-of-assent-in-nigeria,741,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/contact-for-legal-consultation/,Contact For Legal Consultation,general legal education,redirect configured to /consultation,74,74,,74 clicks; 7109 impressions; avg position 9.19 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,redirect configured to /consultation,included,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,redirect one-hop to closest exact live equivalent,https://chamanlawfirm.com/consultation,741,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/analysis-of-the-nigerian-legal-system/,Analysis Of The Nigerian Legal System,general legal education,live 404,64,64,,64 clicks; 14572 impressions; avg position 25.36 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/analysis-of-the-nigerian-legal-system,741,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/legal-remedies-for-breach-of-land-sale-contract/,Legal Remedies For Breach Of Land Sale Contract,property/title,approved Sanity post; missing old-url redirect,73,73,,73 clicks; 4149 impressions; avg position 6.69 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,approved Sanity post; missing old-url redirect,included,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,redirect one-hop to closest exact live equivalent,https://chamanlawfirm.com/resources/blog/legal-remedies-for-breach-of-land-sale-contract,731,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/how-to-obtain-an-infant-visa-in-nigeria/,How To Obtain An Infant Visa In Nigeria,immigration,approved Sanity post; missing old-url redirect,72,72,,72 clicks; 6160 impressions; avg position 8.59 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,approved Sanity post; missing old-url redirect,included,blog,low/medium - editorial and legal review still required,medium,requires check,score based on local GSC evidence,redirect one-hop to closest exact live equivalent,https://chamanlawfirm.com/resources/blog/how-to-obtain-an-infant-visa-in-nigeria,721,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/individual-tax-clearance-certificate/,Individual Tax Clearance Certificate,corporate/commercial,hidden Sanity draft; do not redirect,72,72,,72 clicks; 4649 impressions; avg position 11.96 from local GSC Pages.csv,yes in Sanity queue,needs review before publication,yes,hidden/not approved,hidden Sanity draft; do not redirect,not included until restored/approved or static target exists,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,"keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",https://chamanlawfirm.com/resources/blog/individual-tax-clearance-certificate,721,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/challenges-of-customary-marriage/,Challenges Of Customary Marriage,family law,live 404,62,62,,62 clicks; 6047 impressions; avg position 13.26 from local GSC Pages.csv,not confirmed,needs review before publication,not confirmed,not restored,live 404,not included until restored/approved or static target exists,blog,high - lawyer review required before publication,high,requires check,score based on local GSC evidence,restore as blog post,https://chamanlawfirm.com/resources/blog/challenges-of-customary-marriage,721,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/real-estate-taxes-in-nigeria-transactions/,Real Estate Taxes In Nigeria Transactions,property/title,approved Sanity post; missing old-url redirect,70,70,,70 clicks; 6388 impressions; avg position 17.54 from local GSC Pages.csv,not confirmed,needs review before publication,yes,approved public,approved Sanity post; missing old-url redirect,included,blog,medium - verify current law and facts before publication,medium,requires check,score based on local GSC evidence,redirect one-hop to closest exact live equivalent,https://chamanlawfirm.com/resources/blog/real-estate-taxes-in-nigeria-transactions,701,Imported from SPRINT-11S-DEEP-LEGACY-RECOVERY-INVENTORY.csv; Sprint 11T documented status without publishing hidden content.
