priority rank,old URL,old title,old meta title,old meta description,old content type,current live status,Google ranking/impression/click evidence,featured snippet evidence,old image availability,best new route,whether to preserve same URL or redirect,redirect target,canonical URL,sitemap inclusion,legal safety status,image status,approval status,recovery classification,notes
"225","https://chamanlawfirm.com/tenancy-law-of-lagos-state-2011/","Tenancy Law Of Lagos State 2011","Tenancy Law of Lagos State 2011","Monthly Tenancy Under The Tenancy Law of Lagos State, 2011 The Tenancy Law of Lagos State, 2011, formerly known as Rent Control and Recovery of Residential Premises Law Vol.7 Laws of Lagos State 2003, is the law that g","general legal education","approved Sanity post; missing old-url redirect","56 clicks; 4974 impressions; avg position 14.13 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/tenancy-law-of-lagos-state-2011","redirect old URL to best new route","/resources/blog/tenancy-law-of-lagos-state-2011","https://chamanlawfirm.com/resources/blog/tenancy-law-of-lagos-state-2011","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"226","https://chamanlawfirm.com/inheritance-rights-of-step-children/","Inheritance Rights Of Step Children","","","probate/estate","live 404","56 clicks; 4397 impressions; avg position 16.12 from local GSC Pages.csv","not available locally","legacy image not confirmed","/practice-areas/probate-estate-administration","redirect old URL to best new route","","https://chamanlawfirm.com/practice-areas/probate-estate-administration","included","high - lawyer review required before publication","image recovery needed","not restored","restore as blog post",""
"227","https://chamanlawfirm.com/procedure-for-ejecting-a-squatter-in-lagos/","Procedure For Ejecting A Squatter In Lagos","","","general legal education","live 404","56 clicks; 1919 impressions; avg position 5.01 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/procedure-for-ejecting-a-squatter-in-lagos","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/procedure-for-ejecting-a-squatter-in-lagos","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"228","https://chamanlawfirm.com/how-to-get-international-passport-in-nigeria/","How To Get International Passport In Nigeria","Powerful Steps: How to Get International Passport in Nigeria","Learn How to Get International Passport in Nigeria, including application steps, required documents, fees, and guidelines for a smooth process.","immigration","approved Sanity post; missing old-url redirect","55 clicks; 51890 impressions; avg position 16.89 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-get-international-passport-in-nigeria","redirect old URL to best new route","/resources/blog/how-to-get-international-passport-in-nigeria","https://chamanlawfirm.com/resources/blog/how-to-get-international-passport-in-nigeria","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"229","https://chamanlawfirm.com/procedures-for-land-registration-in-nigeria/","Procedures For Land Registration In Nigeria","Procedures for Land Registration in Nigeria","Introduction PROCEDURES FOR LAND REGISTRATION IN NIGERIA The land registration process is Lagos State is governed by the provisions of the Land Registration Law of Lagos State and Land Use Act of 1978. For land to by d","property/title","approved Sanity post; missing old-url redirect","55 clicks; 6515 impressions; avg position 12.7 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/procedures-for-land-registration-in-nigeria","redirect old URL to best new route","/resources/blog/procedures-for-land-registration-in-nigeria","https://chamanlawfirm.com/resources/blog/procedures-for-land-registration-in-nigeria","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"230","https://chamanlawfirm.com/the-le-a-legally-binding-contracts-in-nigeri/","The Le A Legally Binding Contracts In Nigeri","Legally Binding Contracts in Nigeria","OVERVIEW OF CONSTRUCTION CONTRACT IN NIGERIA In Nigeria, the standard forms of construction contract commonly used in the construction industry include: The FIDIC Forms. The SFBCN, 1990. The GCC, 2011. The JCT standard","corporate/commercial","approved Sanity post; missing old-url redirect","55 clicks; 4225 impressions; avg position 6.28 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/the-le-a-legally-binding-contracts-in-nigeri","redirect old URL to best new route","/resources/blog/the-le-a-legally-binding-contracts-in-nigeri","https://chamanlawfirm.com/resources/blog/the-le-a-legally-binding-contracts-in-nigeri","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"231","https://chamanlawfirm.com/recovery-of-premises/","Recovery Of Premises","Recovery of Premises in Nigeria","WHAT IS THE CONCEPT OF RECOVERY OF PREMISES UNDER TENANCY LAW The procedure for the recovery of premises is generally","property/title","approved Sanity post; missing old-url redirect","55 clicks; 4140 impressions; avg position 11.57 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/recovery-of-premises","redirect old URL to best new route","/resources/blog/recovery-of-premises","https://chamanlawfirm.com/resources/blog/recovery-of-premises","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"232","https://chamanlawfirm.com/role-of-stamp-duty-in-property-transactions/","Role Of Stamp Duty In Property Transactions","Powerful Step: Role of Stamp Duty in Property Transactions","Learn role of stamp duty in property transactions in Lagos State. Chaman Law Firm provides expert legal advice for buyers and investors.","property/title","redirect configured to /resources/blog/role-of-stamp-duty-in-property-transactions","54 clicks; 6622 impressions; avg position 8.6 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/role-of-stamp-duty-in-property-transactions","redirect old URL to best new route","/resources/blog/role-of-stamp-duty-in-property-transactions","https://chamanlawfirm.com/resources/blog/role-of-stamp-duty-in-property-transactions","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","restore as blog post",""
"233","https://chamanlawfirm.com/guide-for-transfer-of-land-ownership-and/","Guide For Transfer Of Land Ownership And","COMPREHENSIVE GUIDE TO TRANSFER OF LAND OWNERSHIP","The process by which the legal ownership of property is actually transferred from one person to the next is known as the transfer of land ownership.","property/title","redirect configured to /resources/blog/guide-for-transfer-of-land-ownership-and","54 clicks; 5439 impressions; avg position 11.4 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/guide-for-transfer-of-land-ownership-and","redirect old URL to best new route","/resources/blog/guide-for-transfer-of-land-ownership-and","https://chamanlawfirm.com/resources/blog/guide-for-transfer-of-land-ownership-and","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","restore as blog post",""
"234","https://chamanlawfirm.com/registration-of-deed-of-assignment-in-nigeria/","Registration Of Deed Of Assignment In Nigeria","Proven Steps: Registration of Deed of Assignment in Nigeria","Learn the procedure for registration of deed of assignment in Nigeria, including required documents, legal steps, and relevant regulatory bodies.","property/title","redirect configured to /resources/blog/registration-of-deed-of-assignment-in-nigeria","53 clicks; 5083 impressions; avg position 10.08 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/registration-of-deed-of-assignment-in-nigeria","redirect old URL to best new route","/resources/blog/registration-of-deed-of-assignment-in-nigeria","https://chamanlawfirm.com/resources/blog/registration-of-deed-of-assignment-in-nigeria","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","restore as blog post",""
